type,price,price_per_sqm,area,rooms,living_area,kitchen_area,gas,material,build_year,build_series_category,published,updated,level,levels,rubbish_chute,enterances,build_overlap,build_walls,heating,areaRating,city,remoute_from_center,agencyName,longitude,latitude
Многоквартирный дом,57000.0,1267.0,45.0,2,28.0,6.0,Да,панель,1967.0,brick_series,2022-01-25,2022-02-01,5,9,Есть,6,Железобетонные,Кирпич,центральное,3.6939907,Москва,9.095535981435836,Магазин,37.743328000000005,55.713796
Многоквартирный дом,52000.0,1300.0,40.0,1,20.0,9.0,Нет,панель,1984.0,panel_series,2022-01-24,2022-01-24,11,12,Есть,17,Железобетонные,Блочные,центральное,3.9993846,Москва,11.66777726703809,Дмитрий,37.52686,55.660165
Многоквартирный дом,90000.0,2250.0,40.0,1,18.0,10.0,Нет,,2009.0,brick_series,2022-01-17,2022-01-18,2,8,Есть,4,Железобетонные,Смешанные,центральное,3.7627811,Москва,3.250555146722927,Арс,37.624364,55.72345
Многоквартирный дом,30000.0,796.0,37.7,1,,8.5,Нет,панель,2013.0,panel_series,2022-01-21,2022-01-21,2,17,Есть,3,Железобетонные,Панельные,центральное,3.1687784,Москва,20.285643943530427,Юлия,37.928973,55.708415
Многоквартирный дом,80000.0,1556.0,51.4,2,30.0,10.0,Нет,панель,1977.0,brick_series,2022-01-19,2022-02-05,8,12,Есть,3,Железобетонные,Панельные,центральное,3.7627811,Москва,3.0834584262606626,Максут,37.633796,55.726507
Квартира,170000.0,3953.0,43.0,2,30.0,6.0,unknown,панель,,unknown,2022-01-21,2022-02-10,12,26,0,0,0,0,0,3.838890600000001,Москва,1.4530203106128214,Investment Corporation,37.59242,55.752141
Многоквартирный дом,170000.0,1789.0,95.0,2,44.0,12.0,Нет,монолит,2004.0,brick_series,2022-01-21,2022-02-10,4,16,Нет,2,Железобетонные,Монолитные,индивидуальный тепловой пункт (итп),4.0938087,Москва,8.622128694251233,Investment Corporation,37.498591,55.711711
Квартира,220000.0,1774.0,124.0,4,64.0,30.0,unknown,панель,,unknown,2022-01-21,2022-02-10,12,16,0,0,0,0,0,3.9993846,Москва,13.676031852221987,Investment Corporation,37.50321,55.64704
Многоквартирный дом,170000.0,3091.0,55.0,2,40.0,12.0,Да,кирпич,1914.0,other_series,2022-01-21,2022-02-10,6,6,Нет,3,Железобетонные,Кирпич,центральное,3.838890600000001,Москва,1.6023885707281638,Investment Corporation,37.5903975227925,55.7498244
Многоквартирный дом,250000.0,2500.0,100.0,3,74.0,9.0,Да,панель,1912.0,brick_series,2020-09-19,2022-02-10,7,7,Нет,1,Деревянные,Не заполнено,центральное,3.8417494,Москва,2.215876467068894,Apple Real Estate,37.589489,55.765636
Многоквартирный дом,180000.0,1636.0,110.0,4,,15.0,Нет,монолит,2017.0,other_series,2022-01-18,2022-02-08,5,24,Нет,1,Железобетонные,Монолитные,центральное,3.9957302,Москва,6.644061397436333,Агентство Недвижимости Ходынка Лайф,37.509837,55.754709
Многоквартирный дом,75000.0,798.0,94.0,4,70.0,19.0,Нет,панель,1994.0,other_series,2017-02-04,2022-02-06,11,22,Есть,2,Железобетонные,Блочные,центральное,4.0804205,Москва,9.858564381934984,Виктор,37.538862,55.674981
Многоквартирный дом,45000.0,1032.0,43.6,1,20.0,16.0,Нет,монолит,2016.0,brick_series,2021-07-08,2022-01-17,3,3,Нет,3,Железобетонные,Блочные,центральное,3.838890600000001,Москва,23.55888641013396,ПИК-Аренда,37.499812,55.550993000000005
Многоквартирный дом,140000.0,1400.0,100.0,4,52.0,20.0,Да,кирпич,1956.0,brick_series,2022-01-17,2022-02-10,6,6,Нет,2,Железобетонные,Кирпич,центральное,3.8417494,Москва,2.59105264993231,Apple Real Estate,37.587818,55.769451
Многоквартирный дом,80000.0,2402.0,33.3,1,17.4,9.1,Да,кирпич,1962.0,brick_series,2021-12-19,2022-02-10,1,9,Есть,1,Железобетонные,Кирпич,центральное,3.9223604,Москва,4.28050393795822,Наталия,37.572513,55.722416
Многоквартирный дом,45000.0,1125.0,40.0,1,20.0,9.0,Да,монолит,1976.0,other_series,2021-12-14,2022-01-19,4,9,Есть,2,Железобетонные,Кирпич,центральное,4.056881,Москва,5.419461337905955,Адель,37.668821,55.790534
Многоквартирный дом,120000.0,1500.0,80.0,3,60.0,9.0,Нет,монолит,2019.0,brick_series,2022-01-20,2022-01-20,7,14,Есть,4,Железобетонные,Монолитные,центральное,3.6490226,Москва,4.882760912265352,Pro,37.692997,55.748241
Квартира,65000.0,1000.0,65.0,2,,22.0,unknown,панель,,unknown,2021-01-11,2022-02-09,15,15,0,0,0,0,0,3.838890600000001,Москва,19.586989471995235,Денис,37.4163683652576,55.6169932867337
Многоквартирный дом,250000.0,1190.0,210.0,4,,,Нет,кирпич,2003.0,brick_series,2021-11-29,2022-02-10,9,30,Есть,2,Железобетонные,Монолитные,индивидуальный тепловой пункт (итп),4.0779476,Москва,11.271765501947309,Агентство элитной недвижимости Savills,37.513817,55.668853000000006
Квартира,37000.0,1057.0,35.0,1,15.0,13.0,unknown,монолит,,unknown,2022-01-17,2022-02-10,16,25,0,0,0,0,0,3.713212,Москва,17.603627919006335,Магазин,37.3489698495293,55.8014376840102
Многоквартирный дом,50000.0,862.0,58.0,3,42.0,6.0,Да,кирпич,1970.0,brick_series,2021-09-13,2022-02-09,4,5,Нет,4,Железобетонные,Кирпич,центральное,3.713212,Москва,13.16230908515148,Частное лицо,37.408749,55.733105
unknown,55000.0,948.0,58.0,1,,14.0,Да,кирпич,,unknown,2022-01-25,2022-01-25,9,24,0,0,0,Не заполнено,0,3.3260317,Москва,4.954246939800048,АГ ГарантНедвижимость,37.680104,55.72664399999999
Многоквартирный дом,60000.0,1176.0,51.0,2,30.0,11.0,Нет,панель,2004.0,panel_series,2021-07-09,2022-02-10,8,17,Есть,8,Железобетонные,Панельные,центральное,3.8286712,Москва,11.416220423295073,Сити,37.646875,55.853228
Квартира,295000.0,4041.0,73.0,3,,26.0,unknown,монолит,,unknown,2021-12-15,2022-02-10,26,53,0,0,0,0,0,3.8417494,Москва,5.751506566939571,La Richesse,37.524059,55.75462
Многоквартирный дом,80000.0,1176.0,68.0,3,44.0,10.0,Да,кирпич,1961.0,panel_series,2021-03-07,2022-01-22,3,8,Есть,6,Железобетонные,Кирпич,центральное,4.056881,Москва,5.98012395829186,Сити,37.69295,55.783549
Многоквартирный дом,58000.0,1094.0,53.0,2,35.0,8.0,Да,кирпич,1958.0,brick_series,2021-11-30,2022-01-18,1,4,Нет,3,Железобетонные,Смешанные,центральное,4.2535715,Москва,9.096466526591987,Нина,37.587997,55.832432
Многоквартирный дом,70000.0,1207.0,58.0,2,35.0,9.0,Да,кирпич,1959.0,other_series,2021-03-05,2022-01-22,5,7,Есть,9,Железобетонные,Кирпич,центральное,4.048221,Москва,8.003481461829193,Сити,37.550657,55.690369
Квартира,250000.0,4464.0,56.0,2,,,unknown,монолит,,unknown,2021-04-06,2022-01-19,13,26,0,0,0,0,0,3.838890600000001,Москва,1.4535854231273726,Павел,37.592411,55.752141
Многоквартирный дом,800000.0,3077.0,260.0,5,122.0,20.0,Нет,монолит,2002.0,brick_series,2022-01-21,2022-02-10,14,22,Есть,2,Железобетонные,Кирпич,центральное,3.6220787,Москва,13.178378746627429,Penny Lane Realty,37.412137,55.723263
unknown,300000.0,1500.0,200.0,5,129.0,25.0,unknown,монолит,,unknown,2021-11-21,2022-02-10,8,20,0,0,0,Не заполнено,0,3.838890600000001,Москва,3.8024461881501046,Penny Lane Realty,37.636617,55.784243
Многоквартирный дом,65000.0,844.0,77.0,3,,,Нет,панель,1980.0,panel_series,2022-01-21,2022-02-10,6,16,Есть,6,Железобетонные,Панельные,центральное,4.334199400000001,Москва,14.340338133489732,Центр по жилищным вопросам,37.40018,55.795246
Многоквартирный дом,50000.0,1351.0,37.0,1,19.0,7.0,Да,панель,1998.0,panel_series,2022-01-21,2022-02-10,7,17,Есть,5,Железобетонные,Панельные,"автономная котельная (крышная, встроенно-пристроенная)",3.9491658,Москва,9.974348111542858,Midgard Estate,37.461481,55.730527
Многоквартирный дом,50000.0,951.0,52.6,2,32.5,8.7,Нет,панель,1985.0,other_series,2022-01-17,2022-02-10,11,17,Есть,4,Железобетонные,Панельные,центральное,4.066966000000001,Москва,15.357005964301033,МИЭЛЬ-Сеть офисов недвижимости,37.707835,55.624515
Многоквартирный дом,35000.0,1000.0,35.0,1,21.0,6.0,Да,панель,1973.0,other_series,2021-03-23,2022-02-10,3,9,Есть,4,Железобетонные,Блочные,центральное,3.7617624,Москва,19.446502397322742,ИНКОМ-Недвижимость,37.664896,55.579795
Многоквартирный дом,100000.0,971.0,103.0,3,85.0,12.0,Нет,монолит,2008.0,brick_series,2011-06-06,2022-02-10,3,33,Есть,9,Железобетонные,Монолитные,центральное,3.7451115,Москва,7.457672885327898,Олег,37.545995,55.80653
Многоквартирный дом,70000.0,1000.0,70.0,2,39.0,9.0,Да,кирпич,1960.0,brick_series,2021-11-19,2022-02-10,3,9,Есть,4,Железобетонные,Кирпич,центральное,3.8417494,Москва,3.46536353141308,Capital Mars,37.56441,55.763918
Многоквартирный дом,33000.0,1000.0,33.0,1,19.0,6.0,Да,панель,1986.0,brick_series,2022-01-19,2022-02-08,3,5,Нет,6,Железобетонные,Железобетон,центральное,4.16681,Москва,27.26441499877517,МИЭЛЬ-Сеть офисов недвижимости,37.584308,55.507973
Многоквартирный дом,350000.0,2059.0,170.0,5,74.0,,Да,кирпич,1900.0,brick_series,2021-11-24,2022-02-10,8,9,Есть,1,Железобетонные,Кирпич,центральное,3.838890600000001,Москва,2.995918739364478,Penny Lane Realty,37.608715,55.72559
Квартира,180000.0,1440.0,125.0,3,,,unknown,блоки,,unknown,2021-10-20,2022-02-10,7,18,0,0,0,0,0,3.838890600000001,Москва,3.347271903075688,Trust Real Estate,37.61309,55.722188
Многоквартирный дом,68000.0,942.0,72.2,3,43.0,10.1,Нет,панель,1997.0,panel_series,2021-11-18,2022-02-10,2,17,Есть,2,Железобетонные,Железобетон,центральное,3.9408839,Москва,15.776329944985628,Ольга,37.653522,55.892296
Многоквартирный дом,70000.0,1167.0,60.0,3,43.0,6.0,Да,панель,1967.0,panel_series,2022-01-18,2022-02-10,3,9,Есть,10,Железобетонные,Железобетон,центральное,3.8001947,Москва,10.769655944425931,ИНКОМ-Недвижимость,37.551735,55.84201899999999
Многоквартирный дом,220000.0,1692.0,130.0,3,70.0,15.0,Да,кирпич,1955.0,brick_series,2022-01-17,2022-02-10,7,12,Есть,5,Железобетонные,Кирпич,центральное,3.5739026,Москва,2.9022701291886186,Parus Estate,37.57068,55.74599499999999
Многоквартирный дом,350000.0,5000.0,70.0,3,46.0,8.0,Нет,монолит,2009.0,brick_series,2021-07-22,2022-02-10,3,5,Нет,5,Железобетонные,Монолитные,центральное,3.9089417,Москва,2.903120522313128,Общество с ограниченной ответственностью «НИКА ЭСТЭЙТ»,37.659865,55.744774
Многоквартирный дом,85000.0,1466.0,58.0,2,36.0,8.0,Да,кирпич,1958.0,brick_series,2022-01-17,2022-02-06,2,5,0,6,Железобетонные,Кирпич,центральное,3.9223604,Москва,2.821159250228642,Владелец,37.576726,55.73948299999999
Многоквартирный дом,89999.0,1343.0,67.0,2,,17.0,Нет,монолит,1976.0,panel_series,2022-01-20,2022-02-09,4,23,Есть,2,Железобетонные,Монолитные,центральное,4.0575047,Москва,16.737919896556466,"ООО ""АН Элитный Дом"".",37.53568610000001,55.6088167
Многоквартирный дом,48000.0,1171.0,41.0,1,,10.0,Нет,монолит,2017.0,panel_series,2021-12-19,2022-02-09,20,22,Есть,3,Железобетонные,Монолитные,центральное,3.4953578000000003,Москва,8.442908905821461,Святослав,37.7406727417481,55.7245040510798
