type,price,price_per_sqm,area,rooms,living_area,kitchen_area,gas,material,build_year,build_series_category,published,updated,level,levels,rubbish_chute,enterances,build_overlap,build_walls,heating,areaRating,city,remoute_from_center,agencyName,longitude,latitude
Многоквартирный дом,500000.0,3125.0,160.0,4,,,Нет,блоки,1910.0,brick_series,2021-11-26,2022-02-09,3,5,Нет,6,Железобетонные,Кирпич,центральное,3.9223604,Москва,1.4026130716641845,Ashtons International Realty,37.60079,55.74276999999999
Многоквартирный дом,750000.0,2143.0,350.0,5,,,unknown,блоки,1913.0,other_series,2021-11-26,2022-02-09,5,6,0,6,0,Кирпич,0,3.838890600000001,Москва,0.5411428369161281,Ashtons International Realty,37.60793,55.75448000000001
Квартира,240000.0,4000.0,60.0,2,,,unknown,монолит,,unknown,2021-11-26,2022-02-09,8,14,0,0,0,0,0,3.8417494,Москва,3.369800641169004,Ashtons International Realty,37.56787,55.76611
Многоквартирный дом,250000.0,2174.0,115.0,4,,,Да,блоки,1951.0,brick_series,2021-11-26,2022-02-09,6,8,Есть,4,Железобетонные,Кирпич,центральное,3.8417494,Москва,2.95785955401635,Ashtons International Realty,37.56886,55.75571
Многоквартирный дом,75000.0,1250.0,60.0,1,,,Нет,монолит,2009.0,brick_series,2021-11-26,2022-02-09,20,23,Есть,3,Железобетонные,Монолитные,"автономная котельная (крышная, встроенно-пристроенная)",3.6220787,Москва,11.588270166693462,Ashtons International Realty,37.43878,55.72246
unknown,350000.0,2188.0,160.0,3,,,Да,монолит,,unknown,2021-11-26,2022-02-09,4,6,0,0,0,Не заполнено,0,3.7627811,Москва,2.954826926690568,Ashtons International Realty,37.63394,55.72779
Многоквартирный дом,850000.0,3320.0,256.0,5,,,Нет,монолит,2002.0,brick_series,2021-11-26,2022-02-09,8,9,Есть,1,Железобетонные,Монолитные,центральное,3.838890600000001,Москва,1.1418425559411174,Ashtons International Realty,37.59856,55.74858
Многоквартирный дом,280000.0,1806.0,155.0,3,,,Нет,монолит,2005.0,brick_series,2021-11-26,2022-02-09,11,12,0,4,Железобетонные,Монолитные,центральное,3.7627811,Москва,1.5836625988096729,Ashtons International Realty,37.631240000000005,55.74108
Многоквартирный дом,290000.0,2900.0,100.0,2,,,Нет,блоки,1998.0,brick_series,2021-11-26,2022-02-09,6,7,Есть,1,Железобетонные,Кирпич,центральное,3.838890600000001,Москва,1.7757720896616145,Ashtons International Realty,37.58843,55.74772
Многоквартирный дом,500000.0,3333.0,150.0,3,,,Да,блоки,,brick_series,2021-11-26,2022-02-09,5,5,Нет,5,Смешанные,Монолитные,центральное,3.8417494,Москва,1.8090478721228616,Ashtons International Realty,37.59207,55.76163
Многоквартирный дом,80000.0,1406.0,56.9,2,46.9,10.0,Да,кирпич,1958.0,other_series,2022-01-19,2022-01-19,4,10,Есть,6,Смешанные,Кирпич,центральное,3.3260317,Москва,5.768352356202584,VELM BEAUTY,37.677122,55.71378000000001
Многоквартирный дом,210000.0,1296.0,162.0,4,82.0,25.0,Нет,монолит,2004.0,brick_series,2021-11-15,2022-02-10,9,16,Нет,2,Железобетонные,Монолитные,индивидуальный тепловой пункт (итп),4.0938087,Москва,8.622128694251233,Геннадий,37.498591,55.711711
Многоквартирный дом,340000.0,1360.0,250.0,5,179.0,30.0,Нет,кирпич,2003.0,brick_series,2021-12-20,2022-02-10,11,12,Есть,1,Железобетонные,Кирпич,центральное,3.9089417,Москва,3.531363091965371,Общество с ограниченной ответственностью «НИКА ЭСТЭЙТ»,37.666629,55.738946
Многоквартирный дом,48000.0,1116.0,43.0,2,29.0,6.0,Да,кирпич,1969.0,panel_series,2022-01-18,2022-02-01,9,9,Есть,10,Железобетонные,Кирпич,центральное,3.909155,Москва,12.619751786690031,ГОРОБМЕН,37.816405,55.74824
Многоквартирный дом,220000.0,2444.0,90.0,2,,,Нет,монолит,2015.0,brick_series,2021-12-15,2022-02-03,10,20,Нет,16,0,Монолитные,центральное,4.0938087,Москва,9.575024874584855,Agile Estate Agency,37.4911733053458,55.7025345267966
Многоквартирный дом,50000.0,1515.0,33.0,1,,,Да,панель,1962.0,other_series,2022-01-25,2022-01-28,2,5,Нет,4,Железобетонные,Панельные,центральное,4.0779476,Москва,11.017753451531542,Андрей Сергеевич,37.502381,55.676651
Квартира,40000.0,2222.0,18.0,0,,,unknown,кирпич,,unknown,2020-10-26,2022-02-10,4,8,0,0,0,0,0,3.7451115,Москва,8.118049214800473,ТВОЯ Квартира,37.524776,55.80416700000001
Многоквартирный дом,822817.0,3105.0,265.0,8,,,Нет,кирпич,2009.0,brick_series,2022-01-19,2022-02-10,4,6,Нет,3,Железобетонные,Монолитные,центральное,3.873555,Москва,1.7526241477004738,Агентство элитной недвижимости Savills,37.619148,55.76783100000001
Многоквартирный дом,200000.0,2222.0,90.0,3,,,Да,кирпич,1935.0,brick_series,2022-01-19,2022-02-10,9,9,Есть,6,Деревянные,Кирпич,центральное,3.838890600000001,Москва,1.322958121157005,Агентство элитной недвижимости Savills,37.622118,55.740928
Квартира,350000.0,4487.0,78.0,2,60.0,15.0,unknown,монолит,,unknown,2022-01-18,2022-02-10,47,75,0,0,0,0,0,3.8417494,Москва,5.140090387484755,Анна,37.533724,55.751133
Многоквартирный дом,180000.0,1800.0,100.0,3,60.0,25.0,Нет,монолит,2018.0,brick_series,2021-11-30,2022-02-10,19,19,Есть,5,Железобетонные,Блочные,центральное,3.8112602,Москва,6.5491419628628575,Владимир,37.512505,55.761325
Многоквартирный дом,265000.0,1656.0,160.0,3,,,Нет,монолит,2005.0,brick_series,2020-03-30,2022-01-20,4,12,0,4,Железобетонные,Монолитные,центральное,3.7627811,Москва,1.583942522310907,Soho Estate,37.631236,55.741075
Многоквартирный дом,140000.0,3043.0,46.0,2,,,unknown,монолит,2018.0,brick_series,2022-01-19,2022-01-20,14,44,0,0,Железобетонные,Монолитные,центральное,3.8417494,Москва,3.788569861218612,Магазин,37.5649334840621,55.7707418997239
Многоквартирный дом,90000.0,1636.0,55.0,1,30.0,10.0,Нет,монолит,2005.0,brick_series,2021-09-20,2022-02-10,12,17,Есть,12,Железобетонные,Монолитные,центральное,4.0938087,Москва,8.58796637978065,"""Альфа - 2017""",37.512245,55.701719
Многоквартирный дом,38000.0,1005.0,37.8,1,19.0,10.0,Нет,панель,2014.0,panel_series,2022-01-18,2022-02-02,8,17,Есть,5,Железобетонные,Панельные,индивидуальный тепловой пункт (итп),3.838890600000001,Москва,21.79879381481547,ГОРОБМЕН,37.326716,55.643942
Многоквартирный дом,160000.0,1322.0,121.0,3,64.0,20.0,Нет,монолит,2002.0,brick_series,2021-12-23,2022-02-10,5,9,Нет,1,Железобетонные,Монолитные,центральное,4.130674,Москва,11.99221223850975,Penny Lane Realty,37.424713,55.74827
Многоквартирный дом,140000.0,1333.0,105.0,3,84.0,,Нет,монолит,1975.0,other_series,2022-01-26,2022-01-26,3,10,Есть,3,Железобетонные,Кирпич,центральное,3.9223604,Москва,1.3557582281185925,Магазин,37.598106,55.745053000000006
Многоквартирный дом,47000.0,770.0,61.0,2,32.0,12.0,Нет,панель,2013.0,other_series,2021-12-14,2022-02-10,14,25,Есть,7,Железобетонные,Монолитные,центральное,3.838890600000001,Москва,23.66299248878064,КоМти-недвижимость,37.31484,55.624495
Многоквартирный дом,62000.0,827.0,75.0,3,49.0,10.0,Нет,панель,1995.0,other_series,2018-10-18,2022-02-02,15,17,0,4,0,Панельные,центральное,3.6220787,Москва,13.548652686340825,Юлия,37.41085052,55.71392441
Квартира,70000.0,1795.0,39.0,1,20.0,11.0,unknown,монолит,,unknown,2022-01-18,2022-02-10,21,22,0,0,0,0,0,3.713212,Москва,12.483615720649029,Марина,37.418694,55.736731000000006
Многоквартирный дом,130000.0,1313.0,99.0,4,85.0,12.0,Да,монолит,1996.0,brick_series,2021-09-15,2022-02-10,13,14,Есть,3,Железобетонные,Смешанные,центральное,3.560566000000001,Москва,4.3730305388384965,Penny Lane Realty,37.662497,55.723212
Квартира,300000.0,1667.0,180.0,4,,,unknown,монолит,,unknown,2020-03-30,2022-01-20,13,24,0,0,0,0,0,4.0938087,Москва,7.948176343708945,Soho Estate,37.507304,55.715271
Многоквартирный дом,680000.0,1943.0,350.0,5,,,Нет,монолит,2001.0,brick_series,2020-10-07,2022-01-20,6,30,Есть,1,Железобетонные,Монолитные,центральное,4.0779476,Москва,11.589504774002773,Soho Estate,37.510511,55.666675
Многоквартирный дом,170000.0,1298.0,131.0,5,,,Да,кирпич,1913.0,brick_series,2021-12-21,2022-02-10,2,5,Нет,1,Деревянные,Кирпич,центральное,3.8417494,Москва,2.3491673908733097,Агентство элитной недвижимости Savills,37.591458,55.76836
Многоквартирный дом,110000.0,1833.0,60.0,2,,58.0,Нет,монолит,2018.0,brick_series,2022-01-24,2022-02-02,4,26,Есть,3,Железобетонные,Монолитные,центральное,3.560566000000001,Москва,6.108535897558259,Владислав,37.651592,55.701262
Многоквартирный дом,48000.0,857.0,56.0,1,28.0,13.0,Нет,монолит,2012.0,brick_series,2022-01-27,2022-02-10,22,31,Есть,5,Железобетонные,Монолитные,центральное,3.713212,Москва,12.482092052409865,Антон,37.417742,55.741323
Многоквартирный дом,48000.0,800.0,60.0,2,34.0,10.0,Нет,кирпич,1980.0,panel_series,2022-01-20,2022-01-20,16,16,Есть,6,Железобетонные,Панельные,центральное,4.334199400000001,Москва,14.340685368515391,МИЭЛЬ-Сеть офисов недвижимости,37.400171,55.795241
Многоквартирный дом,120000.0,2264.0,53.0,2,,,Да,кирпич,1968.0,brick_series,2021-12-26,2022-02-10,2,9,Есть,6,Железобетонные,Кирпич,центральное,3.5739026,Москва,3.3620969181282634,Konstantin,37.563853,55.744389
Многоквартирный дом,85000.0,1545.0,55.0,1,20.0,15.0,Нет,монолит,2005.0,brick_series,2022-01-18,2022-02-10,11,17,Нет,6,Железобетонные,Монолитные,индивидуальный тепловой пункт (итп),4.0938087,Москва,8.41845585906329,АН Вертикаль,37.50095,55.71304
Многоквартирный дом,350000.0,2593.0,135.0,3,,,Нет,монолит,1998.0,brick_series,2020-03-30,2022-01-20,14,17,Нет,1,Железобетонные,Кирпич,центральное,3.838890600000001,Москва,2.400471175998048,Soho Estate,37.577355,55.751457
Многоквартирный дом,2000000.0,4854.0,412.0,5,,,Нет,монолит,2004.0,brick_series,2020-06-05,2022-01-20,4,7,Нет,1,Железобетонные,Монолитные,центральное,3.9223604,Москва,2.6657502663814863,Soho Estate,37.578154,55.740902
Квартира,650000.0,2889.0,225.0,3,,,unknown,монолит,,unknown,2020-03-30,2022-01-20,67,73,0,0,0,0,0,3.8417494,Москва,4.836237878789876,Soho Estate,37.539078,55.747115
Квартира,290000.0,1895.0,153.0,3,,,unknown,монолит,,unknown,2020-04-01,2022-01-20,5,9,0,0,0,0,0,3.7627811,Москва,2.246399603924471,Soho Estate,37.635593,55.735505
Многоквартирный дом,370000.0,2387.0,155.0,4,,,Нет,монолит,2009.0,brick_series,2020-03-30,2022-01-20,2,10,Нет,12,Железобетонные,Монолитные,центральное,3.811937,Москва,2.2180997351741087,Soho Estate,37.649732,55.757273
Многоквартирный дом,1000000.0,2778.0,360.0,4,,,Нет,монолит,2003.0,panel_series,2020-10-07,2022-01-20,7,11,Нет,3,0,Монолитные,центральное,3.9223604,Москва,2.515106795547489,Soho Estate,37.581047,55.74076
Многоквартирный дом,300000.0,2500.0,120.0,4,,,Нет,монолит,2001.0,brick_series,2020-03-30,2022-01-20,5,19,Нет,3,Железобетонные,Кирпич,центральное,3.8417494,Москва,2.9011638556892683,Soho Estate,37.580795,55.769388
Многоквартирный дом,350000.0,2288.0,153.0,3,,,Нет,монолит,2002.0,other_series,2020-10-07,2022-02-07,3,6,Нет,1,Железобетонные,Монолитные,центральное,3.9223604,Москва,1.577259805676222,Soho Estate,37.602175,55.740233
Многоквартирный дом,400000.0,2116.0,189.0,5,,,Да,монолит,1917.0,brick_series,2020-10-07,2022-02-07,4,4,Нет,2,Деревянные,Кирпич,центральное,3.811937,Москва,2.2430674312514323,Soho Estate,37.645214,55.763457
Многоквартирный дом,300000.0,2174.0,138.0,2,,,Нет,монолит,2004.0,brick_series,2020-04-28,2022-02-07,2,5,Нет,3,Железобетонные,Кирпич,индивидуальный тепловой пункт (итп),3.838890600000001,Москва,1.833896621998618,Soho Estate,37.587685,55.74730699999999
Многоквартирный дом,450000.0,1875.0,240.0,5,,,Да,монолит,1927.0,brick_series,2020-03-30,2022-02-07,5,8,Нет,1,Смешанные,Кирпич,центральное,3.873555,Москва,2.6568850810079154,Soho Estate,37.594108,55.772791000000005
Многоквартирный дом,110000.0,1571.0,70.0,2,36.0,12.0,Нет,монолит,2008.0,brick_series,2021-11-30,2022-02-10,25,44,Есть,1,Железобетонные,Монолитные,центральное,4.127402,Москва,4.978517605546947,Владимир,37.546543,55.774249
Многоквартирный дом,145000.0,1667.0,87.0,3,53.0,15.0,Нет,кирпич,2006.0,brick_series,2022-01-18,2022-02-10,4,7,Нет,6,Железобетонные,Смешанные,центральное,4.130674,Москва,13.834248246300772,Михаил,37.397611,55.770598
Квартира,65000.0,3250.0,20.0,0,,,unknown,кирпич,,unknown,2022-01-19,2022-02-10,6,6,0,0,0,0,0,3.3260317,Москва,6.4012835713731855,"Агенство недвижимости ""Центр Мой Дом""",37.6814880674591,55.7083839305562
Многоквартирный дом,110000.0,1528.0,72.0,3,50.0,9.0,Да,кирпич,1931.0,brick_series,2018-09-04,2022-02-10,3,6,Нет,4,Деревянные,Кирпич,центральное,3.5739026,Москва,4.514923349621634,Агенство,37.54616,55.741632
Многоквартирный дом,36300.0,1103.0,32.9,1,18.7,7.0,Да,панель,1969.0,brick_series,2021-10-05,2022-02-10,4,9,Есть,8,Железобетонные,Блочные,центральное,3.5987155,Москва,9.778486913339046,ПИК-Аренда,37.714626,55.820025
Многоквартирный дом,130000.0,1526.0,85.2,2,46.0,25.0,Нет,монолит,2019.0,brick_series,2021-11-09,2022-02-02,7,13,0,4,0,Не заполнено,центральное,3.8112602,Москва,8.572971083307687,Сергей,37.492545,55.785685
Многоквартирный дом,190000.0,1570.0,121.0,3,,,Нет,монолит,2001.0,brick_series,2020-03-30,2022-02-07,3,7,Есть,2,Железобетонные,Монолитные,центральное,3.7627811,Москва,3.0212351852192327,Soho Estate,37.6266666018524,55.7258174163332
Многоквартирный дом,160000.0,1778.0,90.0,3,,,Да,монолит,1975.0,brick_series,2020-03-30,2022-02-07,9,9,Есть,7,Железобетонные,Кирпич,центральное,3.9223604,Москва,2.3812458616771286,Soho Estate,37.580894,55.743553000000006
Многоквартирный дом,170000.0,1667.0,102.0,3,,,Да,монолит,1910.0,brick_series,2020-03-26,2022-01-20,5,8,Есть,3,Смешанные,Кирпич,центральное,3.838890600000001,Москва,1.8880405706452523,Soho Estate,37.586661,55.74754
Многоквартирный дом,748015.0,5754.0,130.0,3,,,Нет,монолит,2004.0,brick_series,2020-03-30,2022-02-10,4,7,Нет,2,Железобетонные,Монолитные,индивидуальный тепловой пункт (итп),3.8417494,Москва,1.8507493853259336,Soho Estate,37.595842,55.764577
Многоквартирный дом,48000.0,889.0,54.0,2,29.0,10.0,Нет,панель,2008.0,panel_series,2022-01-18,2022-02-10,7,14,Есть,4,Железобетонные,Железобетон,центральное,4.16681,Москва,22.607393591269343,Наша Держава,37.570644,55.550758
Квартира,897618.0,5984.0,150.0,4,,,unknown,монолит,,unknown,2020-03-30,2022-02-10,4,10,0,0,0,0,0,3.873555,Москва,3.038754598489444,Soho Estate,37.586293,55.77396
Многоквартирный дом,1421229.0,4441.0,320.0,5,,,Нет,монолит,2005.0,brick_series,2020-03-30,2022-02-10,6,6,Нет,2,Железобетонные,Монолитные,центральное,3.873555,Москва,1.8286377887714744,Soho Estate,37.61786,55.768593
Многоквартирный дом,1870038.0,6679.0,280.0,5,,,Нет,монолит,2003.0,brick_series,2020-10-07,2022-02-10,3,6,Нет,6,Железобетонные,Кирпич,центральное,3.9223604,Москва,1.7125857360503682,Soho Estate,37.602813,55.738622
Квартира,60000.0,3750.0,16.0,0,,,unknown,кирпич,,unknown,2022-01-19,2022-02-10,6,6,0,0,0,0,0,3.3260317,Москва,6.400254790668613,"Агенство недвижимости ""Центр Мой Дом""",37.6814880674591,55.7083960457802
Квартира,523611.0,3252.0,161.0,4,100.0,27.0,unknown,панель,,unknown,2021-11-17,2022-02-10,8,9,0,0,0,0,0,3.873555,Москва,3.019640289981496,Apple Real Estate,37.586521000000005,55.773842
Многоквартирный дом,50000.0,893.0,56.0,2,32.0,9.0,Нет,панель,1988.0,panel_series,2022-01-18,2022-02-10,7,17,Есть,4,Железобетонные,Железобетон,центральное,4.0717263,Москва,20.35251833136588,Агентство недвижимости,37.359421000000005,55.640465
Многоквартирный дом,310000.0,2153.0,144.0,3,75.0,28.0,Нет,монолит,2006.0,brick_series,2021-12-22,2022-02-10,22,34,Есть,8,Железобетонные,Смешанные,центральное,4.127402,Москва,7.87303818509354,Penny Lane Realty,37.52068,55.798485
Многоквартирный дом,44000.0,1158.0,38.0,1,20.0,9.0,Нет,панель,1986.0,panel_series,2019-10-06,2022-01-18,4,17,Есть,4,Железобетонные,Панельные,центральное,4.028662000000001,Москва,15.218028762034177,АН.«ЭVA»,37.519894,55.626671
Многоквартирный дом,37000.0,925.0,40.0,1,20.0,8.0,Нет,панель,1992.0,panel_series,2022-01-18,2022-02-10,17,17,Есть,9,Железобетонные,Панельные,центральное,4.2612476,Москва,19.39775088708028,ИНКОМ-Недвижимость,37.357672,55.848412
Многоквартирный дом,70000.0,854.0,82.0,3,39.0,14.0,Нет,монолит,2004.0,other_series,2022-01-18,2022-02-07,16,17,Есть,2,Железобетонные,Блочные,центральное,4.146333,Москва,20.7641020460172,Владис,37.577427,55.56697
Квартира,300000.0,4167.0,72.0,2,50.0,10.0,unknown,монолит,,unknown,2022-01-18,2022-02-10,20,79,0,0,0,0,0,3.8417494,Москва,5.039859325301728,Магазин,37.535305,55.751584
Многоквартирный дом,100000.0,1429.0,70.0,3,58.0,5.0,Да,монолит,1949.0,other_series,2020-09-19,2022-02-10,30,42,Нет,3,Железобетонные,Блочные,центральное,4.127402,Москва,5.069963422261275,Apple Real Estate,37.546055,55.775414000000005
Многоквартирный дом,150000.0,1613.0,93.0,3,,,Нет,монолит,2012.0,brick_series,2021-12-02,2022-02-10,15,30,Есть,6,Железобетонные,Смешанные,индивидуальный тепловой пункт (итп),3.3260317,Москва,5.46109944454704,Владимир,37.670142,55.714044
Квартира,127000.0,2396.0,53.0,2,,,unknown,монолит,,unknown,2021-12-02,2022-02-10,5,12,0,0,0,0,0,3.7019384,Москва,5.7700664476400565,Владимир,37.596615,55.802933
unknown,250000.0,4167.0,60.0,3,48.0,9.0,unknown,блоки,,unknown,2022-01-18,2022-02-10,4,8,0,0,0,Не заполнено,0,3.811937,Москва,1.840681796218343,АН Вертикаль,37.64225,55.75906
Квартира,380000.0,2303.0,165.0,3,150.0,,unknown,монолит,,unknown,2021-12-23,2022-02-10,5,7,0,0,0,0,0,3.838890600000001,Москва,2.1040144533035487,Penny Lane Realty,37.623977,55.770512
unknown,47000.0,1196.0,39.3,1,18.8,9.7,unknown,монолит,,unknown,2022-01-26,2022-01-26,9,25,0,0,0,Не заполнено,0,3.9503021,Москва,11.344798949157168,Алина,37.597396,55.650841
Многоквартирный дом,150000.0,1429.0,105.0,4,,,Нет,кирпич,1937.0,brick_series,2021-06-21,2022-02-04,2,11,Нет,0,Деревянные,Кирпич,центральное,3.873555,Москва,3.246851173870428,Агентство элитной недвижимости Savills,37.586095,55.776188
Многоквартирный дом,250000.0,1786.0,140.0,5,,,Да,кирпич,1914.0,brick_series,2021-07-22,2022-02-10,7,7,Нет,1,Смешанные,Кирпич,центральное,3.838890600000001,Москва,1.715334915806486,Агентство элитной недвижимости Savills,37.589329,55.74791999999999
Многоквартирный дом,47000.0,940.0,50.0,2,30.0,9.0,Нет,панель,1975.0,other_series,2022-01-19,2022-02-10,2,12,Есть,6,Железобетонные,Железобетон,центральное,3.9125447,Москва,16.50295154289935,"Агентство недвижимости ""АСГАРД""",37.608859,55.900395
Многоквартирный дом,400000.0,1375.0,291.0,2,230.0,20.0,Нет,панель,1998.0,brick_series,2019-07-26,2022-02-10,12,22,Нет,1,Железобетонные,Кирпич,центральное,3.838890600000001,Москва,2.4026982199991336,Apple Real Estate,37.577324,55.751389
Квартира,110000.0,2750.0,40.0,1,30.0,10.0,unknown,монолит,,unknown,2022-01-19,2022-01-19,8,15,0,0,0,0,0,4.127402,Москва,7.249350693039462,Аниса Сухарева,37.523007,55.791177000000005
Квартира,700000.0,3743.0,187.0,4,,,unknown,кирпич,,unknown,2021-10-20,2022-02-10,36,76,0,0,0,0,0,3.8417494,Москва,4.817204939027151,Агентство элитной недвижимости Savills,37.53941,55.74699
Многоквартирный дом,55000.0,1618.0,34.0,1,18.0,9.0,Да,кирпич,1973.0,brick_series,2022-01-18,2022-02-10,9,9,Есть,7,Железобетонные,Кирпич,центральное,3.838890600000001,Москва,4.245441304603906,ИНКОМ-Недвижимость,37.631415,55.789289
Многоквартирный дом,230000.0,1673.0,137.5,4,,18.0,Нет,кирпич,2005.0,brick_series,2021-09-24,2022-01-18,12,15,Нет,6,Железобетонные,Монолитные,индивидуальный тепловой пункт (итп),4.0938087,Москва,8.413230284519605,Egor,37.501015,55.71307
Квартира,28000.0,700.0,40.0,1,20.0,10.0,unknown,панель,,unknown,2022-01-20,2022-02-08,4,17,0,0,0,0,0,3.7346244,Москва,15.32713660568874,"ООО ""Дешёвые  квартиры""",37.834875,55.812853
Многоквартирный дом,300000.0,5000.0,60.0,2,,,Нет,кирпич,1953.0,brick_series,2021-12-08,2022-02-10,7,13,Есть,23,Смешанные,Смешанные,центральное,3.9089417,Москва,1.8355864017243613,Эксперт элитного жилья Москвы и МО,37.642590000000006,55.745944
Многоквартирный дом,75000.0,1500.0,50.0,2,30.0,8.0,Да,кирпич,1928.0,brick_series,2022-01-18,2022-02-10,1,5,Есть,2,Железобетонные,Смешанные,центральное,3.560566000000001,Москва,4.275582078333651,Лола,37.608517,55.714024
Квартира,45000.0,1071.0,42.0,2,,,unknown,панель,,unknown,2019-04-14,2022-02-10,16,25,0,0,0,0,0,3.838890600000001,Москва,19.374068981623125,-,37.416251,55.619544
Многоквартирный дом,65000.0,1182.0,55.0,2,32.0,8.0,Да,панель,1974.0,panel_series,2021-11-11,2022-01-28,11,17,Есть,9,Железобетонные,Панельные,центральное,3.838890600000001,Москва,2.5759289289637803,"ООО ""Дешёвые  квартиры""",37.625154,55.774715
Многоквартирный дом,40000.0,780.0,51.3,2,45.5,5.8,Да,кирпич,1965.0,panel_series,2022-01-26,2022-01-26,1,5,Нет,4,Железобетонные,Кирпич,центральное,3.2261912999999995,Москва,11.068376018531152,Елена,37.741962,55.682995
Многоквартирный дом,65000.0,1204.0,54.0,2,32.0,10.0,Нет,кирпич,2009.0,other_series,2021-03-29,2022-02-10,4,17,Есть,2,Железобетонные,0,центральное,3.713212,Москва,11.708156140874385,Парус,37.43075,55.73839399999999
Многоквартирный дом,70000.0,875.0,80.0,3,,13.0,Нет,кирпич,2005.0,brick_series,2019-03-03,2022-01-21,11,12,Есть,5,Железобетонные,Кирпич,центральное,4.16681,Москва,24.99733291551104,Анастасия,37.529340479248,55.5330561906782
Квартира,275000.0,3819.0,72.0,2,,8.0,unknown,монолит,,unknown,2021-11-19,2022-02-08,24,75,0,0,0,0,0,3.8417494,Москва,5.039859325301728,Агентство Недвижимости Ходынка Лайф,37.535305,55.751584
Многоквартирный дом,195000.0,1373.0,142.0,3,,15.0,Нет,монолит,2003.0,brick_series,2021-11-19,2022-02-08,10,19,Есть,1,Железобетонные,Монолитные,центральное,3.7451115,Москва,8.680976751002582,Агентство Недвижимости Ходынка Лайф,37.515569,55.806105
Многоквартирный дом,200000.0,2597.0,77.0,2,,15.0,unknown,монолит,2018.0,brick_series,2021-11-19,2022-02-08,21,44,0,0,Железобетонные,Монолитные,центральное,3.8417494,Москва,3.830492523346236,Агентство Недвижимости Ходынка Лайф,37.564212,55.77080600000001
Многоквартирный дом,179000.0,1543.0,116.0,3,,15.0,Нет,монолит,2005.0,brick_series,2021-11-19,2022-02-08,18,22,Нет,6,Железобетонные,Монолитные,индивидуальный тепловой пункт (итп),4.0938087,Москва,8.413176550765256,Агентство Недвижимости Ходынка Лайф,37.501016,55.71307
Многоквартирный дом,40000.0,1111.0,36.0,1,18.0,6.0,Да,панель,1983.0,panel_series,2021-12-25,2022-02-07,2,12,Есть,2,Железобетонные,Панельные,центральное,3.868204,Москва,10.292145624716776,Константин Зайцев,37.4970817181574,55.8161565724819
Квартира,800000.0,2759.0,290.0,1,166.0,16.6,unknown,монолит,,unknown,2021-12-17,2022-02-10,38,47,0,0,0,0,0,4.0938087,Москва,7.943066136549694,La Richesse,37.507469,55.71520600000001
Квартира,50000.0,2174.0,23.0,0,,,unknown,кирпич,,unknown,2021-05-24,2022-02-10,3,5,0,0,0,0,0,4.2535715,Москва,10.635667430195106,Елена,37.583897,55.846066
Многоквартирный дом,54000.0,947.0,57.0,2,31.0,9.8,Нет,панель,2006.0,other_series,2022-01-18,2022-02-08,8,17,Есть,3,Железобетонные,Панельные,центральное,3.7042167,Москва,16.045197197069278,Константин,37.485978,55.876496
Многоквартирный дом,85000.0,1809.0,47.0,2,,,Нет,монолит,2015.0,other_series,2020-03-29,2022-01-20,11,26,Нет,1,Железобетонные,Монолитные,центральное,4.0147448,Москва,12.501665465649992,Уютный Дом,37.493704,55.841079
Многоквартирный дом,300000.0,1935.0,155.0,3,75.0,21.0,Нет,монолит,2002.0,brick_series,2021-06-21,2022-02-10,7,8,Нет,2,Железобетонные,Монолитные,центральное,3.838890600000001,Москва,1.842934835180439,Общество с ограниченной ответственностью «НИКА ЭСТЭЙТ»,37.586302,55.753534
Многоквартирный дом,589111.0,3101.0,190.0,5,,,Да,кирпич,1909.0,brick_series,2022-01-19,2022-02-10,6,6,Есть,2,Железобетонные,Кирпич,центральное,3.873555,Москва,2.949812433448949,Агентство элитной недвижимости Savills,37.60257,55.77768199999999
Многоквартирный дом,290000.0,2900.0,100.0,2,,,Нет,кирпич,1998.0,brick_series,2021-07-21,2022-02-04,6,7,Есть,1,Железобетонные,Кирпич,центральное,3.838890600000001,Москва,1.7757747282742833,Агентство элитной недвижимости Savills,37.588431,55.747718000000006
Многоквартирный дом,50000.0,1613.0,31.0,1,17.0,7.0,Да,кирпич,1965.0,brick_series,2017-05-11,2022-02-04,1,9,Есть,3,Железобетонные,Кирпич,центральное,3.811937,Москва,4.875519671196894,Галина,37.680796,55.775986
Квартира,41980.0,1999.0,21.0,0,10.0,6.0,unknown,кирпич,,unknown,2020-03-27,2022-02-10,4,5,0,0,0,0,0,4.2535715,Москва,10.42614669563444,BestFlat24,37.582443,55.843987
Многоквартирный дом,50000.0,909.0,55.0,2,26.0,9.4,Нет,панель,1983.0,panel_series,2022-01-18,2022-02-08,12,17,Есть,6,Железобетонные,Панельные,центральное,4.2075477,Москва,14.019203348195758,Владимир,37.465084,55.659290000000006
Многоквартирный дом,40000.0,952.0,42.0,1,21.0,9.0,Да,панель,1968.0,other_series,2020-09-29,2022-01-20,7,9,Есть,6,Железобетонные,Железобетон,центральное,4.159378500000001,Москва,13.455710305526123,Валерий,37.605656,55.631493000000006
Многоквартирный дом,51000.0,1214.0,42.0,1,18.0,14.0,Нет,монолит,2020.0,brick_series,2022-01-24,2022-01-24,15,24,Нет,9,Железобетонные,Железобетон,центральное,3.5564153,Москва,15.07197741304511,Дмитрий,37.54118,55.88095
